Timestamp	Gender	Age	Nationality	Current Country of Residence	Current State of Residence	Highest Level of Education	Is your degree tech related?	Did you go through a bootcamp to learn technical skills?	Job Title	What is your currency code?	What is your current monthly base salary?	Conversion	Monthly Base Salary (MYR)	How many days of annual leave are you entitled to?	What technologies do you use for work on a regular basis?	Company Industry	What is the size of your company?	What is the size of your tech team? 	Satisfaction Level of Current Job	Years of Experience
26/07/2021 23:40:33	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software developer	MYR	4000		4000	14	"Laravel, vuejs"	Retail / ecommerce	1-10 employees	2 - 10 people	7	2
27/07/2021 10:14:28	Male	26	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software Engineer	MYR 	3750		3750	15	"Laptop, PLC, ARM embedded hardware"	Semiconductor 	201-1000 employees	2 - 10 people	6	2
05/11/2021 16:58:35	Male	22	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Full-Stack Web Developer	MYR	5000		5000	12	"Django, VueJS, GCP, CloudFlare"	Software	11-50 employees	11 - 50 people	7	2
26/07/2021 22:35:02	Male	23	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Full Stack Developer	MYR	7000		7000	14	"React Native, Nodejs, AWS"	Software Consultancy	1-10 employees	2 - 10 people	6	2
26/07/2021 23:16:06	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Jr Software Developer	MYR	2800		2800	14	Laravel	Software House	11-50 employees	11 - 50 people	8	2
26/07/2021 20:13:23	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	5200		5200	14	"XAMPP, PHPStorm, Bitbucket, Git, Postman"	Software House	11-50 employees	2 - 10 people	9	2
26/07/2021 22:28:01	Male	18	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Full Stack Developer	MYR	1000		1000	20	"Javascript, React, Node"	Startup	11-50 employees	11 - 50 people	10	2
27/07/2021 09:43:29	Female	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Java Developer	MYR	3700		3700	14	"React Native, Graphql"	Tech Outsourcing	11-50 employees	2 - 10 people	6	2
27/07/2021 00:40:39	Male	25	Malaysian	Malaysia	Melaka	Undergraduate Degree	Yes	No	Software Developer	MYR	2500		2500	28	Vscode	"Transport, Logistics"	11-50 employees	11 - 50 people	5	2
26/07/2021 20:15:54	Male	23	Malaysian	Malaysia	Selangor		N/A	Yes	Full Stack Software Engineer	MYR	6500		6500	14	"AWS Serverless stack, Nodejs, Reactjs"	Recruitment	11-50 employees	2 - 10 people	8	2
31/07/2021 00:08:54	Male	27	Malaysian	Malaysia	Selangor	Diploma	Yes	No	Laravel/Django Developer	MYR	2200		2200	14	"php, python, js, django, laravel, raspberrypi, machine learning, opencv, mysql and more"	"Industrials (Manufacturing, Construction, etc.)"	201-1000 employees	2 - 10 people	7	2.5
26/07/2021 21:17:43	Female	28	Malaysian	Malaysia	W.P. Kuala Lumpur	Masters Degree	No	No	System Developer	MYR	4750		4750	14	"Java, python"	Financial Services	11-50 employees	2 - 10 people	5	2.5
28/07/2021 00:04:30	Female	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Web developer	MYR	3600		3600	14	"Laptop, desktop "	Business	201-1000 employees	11 - 50 people	5	2.5
26/07/2021 20:49:51	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Delivery	MYR	5150		5150	14	"Linux, Shell, Python, SQL"	"Data Infrastructure, Telecom"	"1,001-10,000 employees"	2 - 10 people	6	2.5
31/07/2021 19:11:29	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Mobile Developer	MYR	4600		4600	21	"Swift, Objective C, Java, Jira, Bitbucket"	Financial Services	">10,000employees"	2 - 10 people	5	2.5
26/07/2021 21:20:27	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	System Developer	MYR	3900		3900	14	Java	Financial Services	11-50 employees	2 - 10 people	5	2.5
26/07/2021 20:15:52	Male	26	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Application Developer II	MYR	3800		3800	17	"C#, .NET, Javascript, JQuery"	"Industrials (Manufacturing, Construction, etc.)"	"1,001-10,000 employees"	11 - 50 people	8	2.5
26/07/2021 21:21:21	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Java developer	MYR	3900		3900	14	J2EE	Retail / ecommerce	51-200 employees	11 - 50 people	3	2.5
30/07/2021 22:15:04	Male	24	Malaysian	Malaysia	Negeri Sembilan	Undergraduate Degree	Yes	No	Software Engineer	MYR	5500		5500	14	.NET SQLSERVER	Retail / ecommerce	11-50 employees	2 - 10 people	7	2.5
27/07/2021 23:40:17	Female	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Consultant - Business Analyst 	MYR	7800		7800	20	"Jira, Conflence, Mircrosoft Office"	Financial Services	"1,001-10,000 employees"	51 - 200 people	8	2.75
27/07/2021 22:10:41	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	No	Data Scientist	MYR	4200		4200	24	"Python, AWS"	Financial Services	51-200 employees	11 - 50 people	5	2.8
26/07/2021 20:26:34	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer	MYR	5700		5700	13	"Java, Vuejs, python"	Financial Services	51-200 employees	11 - 50 people	5	2.8
08/12/2021 11:58:19	Male	23	Malaysian	Malaysia	Selangor	Diploma	Yes	No	Solution Consultant	MYR	3200		3200	12	Flutter	Business	51-200 employees	2 - 10 people	8	3
14/08/2021 23:34:18	Male	24	Malaysian	Malaysia	Selangor	Diploma	No	No	web developer	MYR	5600		5600	14	react	e-commerce	1-10 employees	2 - 10 people	7	3
26/07/2021 20:37:49	Male	24	Malaysian	Malaysia	Melaka	Diploma	Yes	No	Frontend Developer	MYR	4300		4300	16	"Jetbrains, Svelte, Kotlin, React, Golang, MongoDB"	Financial Services	11-50 employees	11 - 50 people	8	3
26/07/2021 21:24:46	Male	24	Malaysian	Malaysia	Selangor	Diploma 	N/A	Yes	Control automation engineer 	MYR	3000		3000	14	Laptop	"Industrials (Manufacturing, Construction, etc.)"	1-10 employees	2 - 10 people	10	3
28/07/2021 09:52:36	Male	41	Maldives	Malaysia	W.P. Kuala Lumpur	Masters Degree	No	No	Data Analyst	MYR	5500		5500	24	"Microsoft Platform, Power BI, Slate, Salesforce"	Education	51-200 employees	2 - 10 people	7	3
26/07/2021 21:31:39	Male	26	Malaysian	Malaysia	Penang	Masters Degree	Yes	No	R&D Software Engineer	MYR	5200		5200	15	"Python, Pytorch. "	Electronics	201-1000 employees	2 - 10 people	7	3
07/10/2021 19:11:49	Male	31	Malaysian	Malaysia	Selangor	Masters Degree	No	Yes	Data Engineer 	MYR	7000		7000	20	"AWS Redshift, python "	Financial Services	201-1000 employees	200+ people	10	3
28/07/2021 01:18:40	Female	28	Malaysian	Malaysia		Masters Degree	Yes	No	Data Analyst	MYR	4300		4300	14	Qlikview	Food and beverages	"1,001-10,000 employees"	2 - 10 people	7	3
06/08/2021 11:01:09	Female	26	Malaysian	Malaysia	Penang	Masters Degree	No	Yes	Analyst	MYR	4400		4400	20	"Computer, R, Google Suite"	Government and Government Linked Companies (GLC)	11-50 employees	2 - 10 people	8	3
23/12/2021 12:14:03	Male	26	Malaysian	Malaysia	Selangor	Masters Degree	No	No	Business & Integration Specialist	MYR	8000		8000	15	Spring boot	"Professional Services (Law, Consulting, etc.)"	"1,001-10,000 employees"	51 - 200 people	9	3
26/07/2021 20:24:16	Male	28	Malaysian	Malaysia		Masters Degree	No	Yes	Consulting Development Analyst	MYR	4700		4700	15	"API- Muelsoft, Apigee and SAP API manager"	"Professional Services (Law, Consulting, etc.)"	">10,000employees"	200+ people	8	3
26/07/2021 21:17:00	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Masters Degree	No	No	Java Developer	MYR	5000		5000	22	Java	"Professional Services (Law, Consulting, etc.)"	201-1000 employees	11 - 50 people	7	3
27/07/2021 08:13:56	Male	29	Malaysian	Malaysia	Selangor 	PhD	Yes	No	IT Specialist 	MYR	6500		6500	15	"Reactjs, nextjs, python, docker, react native, nodejs, aws, alibaba cloud"	"Industrials (Manufacturing, Construction, etc.)"	11-50 employees	Team of 1	1	3
27/07/2021 02:09:47	Male	32	Malaysian	Malaysia	Selangor	"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)"	N/A	Yes	Software Engineer	MYR	6500		6500	18	Ruby on Rails	Financial Services	201-1000 employees	51 - 200 people	10	3
27/07/2021 04:54:55	Male	24	Malaysian	Malaysia	W.P. Kuala Lumpur	SPM	No	Yes	Developer	MYR	4000		4000	0	"Python , Javascript , MYSQL , PHP"	Financial Services	1-10 employees	Team of 1	10	3
28/07/2021 00:35:54	Female	30	Malaysian	Malaysia	Penang	SPM	N/A	Yes	Software Developer	MYR	3300		3300	8	"Company laptop, company monitor, keyboard, mouse, headphone"	Financial Services	11-50 employees	2 - 10 people	4	3
01/11/2021 10:13:36	Male	30	Malaysian	Malaysia	Pahang	Undergraduate Degree	Yes	Yes	Web Designer cum Web Admin cum System Analyst & Tester	MYR	1600		1600	14	"Wordpress, ASP based system"	Beauty	51-200 employees	Team of 1	3	3
26/07/2021 20:05:17	Female	25	Malaysian	Malaysia		Undergraduate Degree	Yes	No	Supporr Engineer	MYR	17000		17000	99	"Terminal, Zendesk, slack"	Business	"1,001-10,000 employees"	11 - 50 people	10	3
26/07/2021 20:15:24	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Application Engineer	MYR	4200		4200	18	java	Communication	11-50 employees	2 - 10 people	7	3
26/07/2021 21:49:14	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	No	Junior NodeJS Developer	MYR	8500		8500	12	NodeJS	Communication	11-50 employees	11 - 50 people	9	3
27/08/2021 12:00:02	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	6750		6750	18	"Golang, Angular, Mysql"	Communication	201-1000 employees	2 - 10 people	8	3
27/07/2021 07:29:02	Male	23	Malaysian	Malaysia	Johor	Undergraduate Degree	Yes	No	Data Scien Intern	MYR	1500		1500	60	"Tensorflow, Blockchain"	"Data Infrastructure, Telecom"	1-10 employees	2 - 10 people	8	3
31/07/2021 15:09:05	Male	24	Bangladeshi	Malaysia	Johor	Undergraduate Degree	Yes	Yes	Software Developer	MYR	2500		2500	0	MERN STACK	Delivery service	11-50 employees	2 - 10 people	10	3
26/07/2021 20:37:00	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Presales Technical Consultant	MYR	3700		3700	14	"Office 365, Putty, VM, HCI, routing & switching, wifi 5, wifi 6,"	Distribution of IT hardware and software	11-50 employees	2 - 10 people	8	3
27/07/2021 22:07:59	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Web Developer	USD	4300	4.29	18447	0	React	Education	1-10 employees	2 - 10 people	7	3
26/07/2021 20:26:53	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	6500		6500	16	"nodejs, aws, angular js, github, buildkite"	Employment / job searching	201-1000 employees	2 - 10 people	9	3
28/07/2021 18:14:05	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	Yes	Senior Web Developer	MYR	10000		10000	14	php	Entertainment	1-10 employees	2 - 10 people	4	3
26/07/2021 21:02:54	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Backend Engineer	MYR	8800		8800	20	"Typescript, Reactjs, Nodejs, MongoDB"	Financial Services	201-1000 employees	51 - 200 people	8	3
26/07/2021 20:48:33	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Data Engineer	MYR	9000		9000	20	AWS	Financial Services	201-1000 employees	51 - 200 people	8	3
27/07/2021 14:37:20	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Frontend Developer	MYR	5750		5750	14	"HTML, CSS, Javascript, JQuery, PHP"	Financial Services	201-1000 employees	11 - 50 people	10	3
31/07/2021 16:11:34	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Full Stack Engineer	MYR	8000		8000	18	"React Native, Azure, Node"	Financial Services	11-50 employees	2 - 10 people	8	3
26/10/2021 23:28:19	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Java Developer	MYR	4200		4200	14	"Javascript,Java"	Financial Services	51-200 employees	11 - 50 people	9	3
06/08/2021 22:08:02	Male	28	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Java Developer	MYR	4850		4850	20	"Spring,MySQL,Java,Gradle"	Financial Services	201-1000 employees	11 - 50 people	10	3
09/08/2021 20:42:02	Male	24	Other	Malaysia	Selangor	Undergraduate Degree	Yes	No	Machine Learning Engineer	MYR	8000		8000	0	"Python, bash"	Financial Services	11-50 employees	2 - 10 people	3	3
27/07/2021 18:53:30	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Mobile Engineer	MYR	7200		7200	21	"React Native, Xcode, Android Studio, NodeJS /Express,  Bitrise, Codefresh, Firebase, SegmentIO, Pusher, Embrace, Jira, Git, AWS Secrets"	Financial Services	201-1000 employees	51 - 200 people	8	3
26/07/2021 20:38:48	Female	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Senior Software Engineer	MYR	4950		4950	20	"Java, Spring, Angular"	Financial Services	51-200 employees	2 - 10 people	5	3
12/11/2021 09:44:06	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	Yes	Software Developer	MYR	4500		4500	14	"Spring Boot, Stripes, React Native, Mysql, db2"	Financial Services	51-200 employees	2 - 10 people	4	3
27/07/2021 19:02:30	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer 	MYR	5500		5500	18	"c#, react"	Financial Services	51-200 employees	2 - 10 people	6	3
26/07/2021 21:36:55	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	6500		6500	21	Ruby on Rails	Financial Services	11-50 employees	2 - 10 people	10	3
31/07/2021 15:01:42	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	No	Software Engineer	MYR 	5000		5000	21	Java	Financial Services	51-200 employees	2 - 10 people	7	3
28/07/2021 18:30:01	Male	32	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	7000		7000	20	"java, docker, codefresh, kubernetes, github, newrelic, postgres, mongodb, kafka, sqs, jira"	Financial Services	201-1000 employees	51 - 200 people	8	3
28/07/2021 00:51:31	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	8000		8000	24	"React, TypeScript, JavaScript, SCSS, AWS Cloud"	Financial Services	201-1000 employees	2 - 10 people	8	3
22/10/2021 22:15:44	Male	26	Malaysian	Malaysia	Selangor 	Undergraduate Degree	Yes	No	System Analyst 	MYR	5250		5250	24	"Java, android "	Financial Services	">10,000employees"	11 - 50 people	9	3
14/08/2021 18:24:51	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Php Developer	MYR	4700		4700	16	Laptop	Games	51-200 employees	2 - 10 people	9	3
26/07/2021 22:57:03	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Engineer	MYR	3500		3500	16	PHP Laravel	Government and Government Linked Companies (GLC)	201-1000 employees	2 - 10 people	7	3
30/07/2021 12:03:54	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Data engineer	MYR	7500		7500	21	"Python, airflow"	"Hospitality, Food, Leisure Travel"	">10,000employees"	2 - 10 people	10	3
26/07/2021 22:31:18	Male	27	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Digital Designer	MYR	5400		5400	0	"Java, PHP"	"Hospitality, Food, Leisure Travel"	11-50 employees	2 - 10 people	9	3
26/07/2021 20:29:18	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	Yes	Front end Software developer	MYR	3500		3500	12	"Angular, flutter"	House & Home	11-50 employees	2 - 10 people	8	3
01/08/2021 10:04:38	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Developer	MYR	3800		3800	8	"Web, Apps"	House & Home	11-50 employees	2 - 10 people	6	3
26/07/2021 21:34:53	Male	30	Malaysian	Malaysia	Johor	Undergraduate Degree	Yes	No	Enginner	MYR	5000		5000	22	"JavaScript, Python"	"Industrials (Manufacturing, Construction, etc.)"	"1,001-10,000 employees"	2 - 10 people	7	3
26/07/2021 21:42:03	Male	24	Malaysian	Malaysia	Sabah	Undergraduate Degree	Yes	No	IoT Developer	MYR	3300		3300	14	"JavaScript, NodeJS, HTML, CSS, VSCode, ExpressJS, Linux, Windows"	"Industrials (Manufacturing, Construction, etc.)"	11-50 employees	2 - 10 people	7	3
27/07/2021 20:57:46	Male	31	Malaysian	Malaysia	Johor	Undergraduate Degree	Yes	No	Mobile Developer	MYR	7000		7000	21	Flutter	Insurance	">10,000employees"	11 - 50 people	8	3
08/08/2021 21:52:53	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Developer	MYR	4200		4200	22	"Java, JavaScript"	Insurance	51-200 employees	2 - 10 people	6	3
27/07/2021 22:47:07	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	No	No	Data Analyst	MYR	5280		5280	20	"Python, AWS Stack, Pyspark, SQL, Tableau, MS Excel"	Marketing	201-1000 employees	11 - 50 people	6	3
27/07/2021 00:10:42	Male	27	Malaysian	Malaysia	Kedah	Undergraduate Degree	Yes	No	Head of IT / Web Developer	MYR	1300		1300	8	PHP	"Media, Creative Industries"	1-10 employees	2 - 10 people	1	3
27/07/2021 01:51:05	Female	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Dev	MYR	5000		5000	18	 .net	"Professional Services (Law, Consulting, etc.)"	201-1000 employees	2 - 10 people	6	3
26/07/2021 22:09:47	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Front End Developer	MYR	6980		6980	15	Swift 	"Professional Services (Law, Consulting, etc.)"	"1,001-10,000 employees"	11 - 50 people	8	3
27/07/2021 11:30:29	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	FullStack Engineer + ML Engineer	MYR	6800		6800	14	"Python, Nodejs"	"Professional Services (Law, Consulting, etc.)"	1-10 employees	2 - 10 people	9	3
26/07/2021 22:29:03	Male	26	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software Engineer	MYR	7000		7000	14	"MEVN, Javascript, BI Tool"	"Professional Services (Law, Consulting, etc.)"	11-50 employees	2 - 10 people	9	3
27/07/2021 11:10:10	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	7000		7000	12	"Node js, React, AWS"	"Public Service, Social Service"	11-50 employees	2 - 10 people	3	3
26/07/2021 21:58:19	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	No	Yes	Data Engineer	MYR	5050		5050	14	"Kafka, Nifi, SQL, Power BI, SAP, SSIS"	Retail / ecommerce	51-200 employees	2 - 10 people	5	3
31/07/2021 18:36:51	Male	24	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	developer	MYR	5500		5500	21	"python,C#,java,mssql"	Retail / ecommerce	"1,001-10,000 employees"	2 - 10 people	6	3
04/12/2021 20:30:10	Male	30	Malaysian	Malaysia	Pahang	Undergraduate Degree	Yes	No	Web Designer	MYR	1600		1600	12	"Wordpress, Adove Illustrator, Figma, Elementor"	Retail / ecommerce	51-200 employees	Team of 1	1	3
18/08/2021 01:32:44	Male	26	Pakistani	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	6200		6200	14	"Java, Spring, MySQL, Docker"	Software Solutions	11-50 employees	11 - 50 people	6	3
27/07/2021 19:30:29	Male	25	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	Yes	Technical Consultant	MYR	5300		5300	14	"C#, Azure, MSSSQL"	Software Vendor	11-50 employees	11 - 50 people	5	3
07/10/2021 22:11:52	Male	25	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Senior Software Engineer	MYR	19600		19600	0	"Golang,NodeJS,Postgres,GCP,k8s"	"Transport, Logistics"	201-1000 employees	2 - 10 people	3	3
26/07/2021 22:23:56	Male	29	Malaysian	Malaysia	Selangor	Diploma	Yes	No	Software Engineer	MYR	6600		6600	18	"C#, ASP.NET, Azure DevOps, CI/CD pipelines, .NET Core, Docker"	"Professional Services (Law, Consulting, etc.)"	201-1000 employees	11 - 50 people	8	3.5
26/07/2021 20:14:34	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software development Engineer 	MYR	6650		6650	15	"C#, Angular, C++"	Entertainment	"1,001-10,000 employees"	51 - 200 people	8	3.5
26/07/2021 21:47:47	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Salesforce Consultant	MYR	8650		8650	14	"Salesforce, slack, tableau, workday"	"Professional Services (Law, Consulting, etc.)"	201-1000 employees	200+ people	8	3.5
26/07/2021 22:24:47	Male	29	Malaysian	Malaysia	Penang	Undergraduate Degree	Yes	No	Software Engineer	MYR	9500		9500	15	".NET, Javascript, Microsoft Azure"	"Professional Services (Law, Consulting, etc.)"	51-200 employees	11 - 50 people	9	3.5
26/10/2021 13:44:31	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	Yes	Senior Associate - Robotics Cognitive Automation	MYR	4325		4325	15	UiPath (RPA tech)	Shared services	51-200 employees	11 - 50 people	7	3.5
27/07/2021 02:46:10	Male	28	Malaysian	Malaysia	Selangor	Diploma	N/A	No	Backend Developer	MYR	5000		5000	12	PHP	Education	1-10 employees	2 - 10 people	8	4
14/08/2021 23:37:04	Male	28	Malaysian	Malaysia	Selangor	Diploma	N/A	No	Backend Developer	MYR	5000		5000	12	Php	Education	1-10 employees	2 - 10 people	8	4
26/07/2021 21:54:26	Male	29	Malaysian	Malaysia	Selangor 	Diploma	No	Yes	iOS Developer 	MYR	6500		6500	12	"Xcode, Swift"	House & Home	11-50 employees	2 - 10 people	8	4
26/07/2021 21:57:14	Male	25	Malaysian	Malaysia	Penang	Diploma	Yes	No	Software Engineer	MYR	5367		5367	17	"Python, PKS, Kubernetes, JS"	"Industrials (Manufacturing, Construction, etc.)"	">10,000employees"	2 - 10 people	9	4
26/07/2021 22:54:58	Male	30	Malaysian	Malaysia	W.P. Kuala Lumpur	Diploma	No	No	Senior software engineer 	MYR	10000		10000	14	"React, Nodejs, Typescript, Graphql, Ros, PostgreSQL, mongoDb, three.js"	Robotic	11-50 employees	2 - 10 people	10	4
27/07/2021 01:07:46	Male	27	Malaysian	Malaysia	W.P. Kuala Lumpur	Masters Degree	Yes	No	Software Engineer	MYR	1400		1400	10	"Python,React,.Net"	Financial Services	51-200 employees	11 - 50 people	7	4
26/07/2021 20:07:32	Male	27	Malaysian	Malaysia	Penang	Masters Degree	Yes	No	R&D engineer	MYR	5500		5500	14	"Computer Vision,  .Net, Deep learning,  machine learning"	"Industrials (Manufacturing, Construction, etc.)"	11-50 employees	2 - 10 people	5	4
26/07/2021 21:12:30	Female	29	Malaysian	Malaysia	Selangor	Masters Degree	Yes	No	Lead Developer 	MYR	7200		7200	14	"Asp.net, Angular"	Software house 	11-50 employees	2 - 10 people	5	4
12/08/2021 13:08:44	Female	33	Malaysian	Malaysia	Selangor	PhD	Yes	No	Software Analyst	MYR	8150		8150	14	"C#, qt qml, php, python, django, .net"	Security system provider	1-10 employees	2 - 10 people	8	4
27/07/2021 09:16:33	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)"	No	Yes	Full Stack Developer	MYR	4725		4725	17	"NodeJS, HTML, CSS, JS, Firebase, Linux, Git, AngularJS"	Healthcare	51-200 employees	2 - 10 people	9	4
13/08/2021 23:19:16	Male	29	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Golang Developer	SGD	6400	3.16	20224	15	"Golang, GCP, Docker"	Audio Technology	201-1000 employees	2 - 10 people	8	4
28/07/2021 00:16:41	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Senior Frontend Developer	MYR	10500		10500	20	"Vuejs, Nuxt"	Auto Vehicles	"1,001-10,000 employees"	51 - 200 people	9	4
26/07/2021 21:09:05	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Data Engineer	MYR	5016		5016	21	"python, mysql, mssql, shell"	Business	201-1000 employees	11 - 50 people	7	4
28/07/2021 10:31:06	Male	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Senior Software Developer	MYR	4700		4700	14	COLDFUSION	Business	51-200 employees	11 - 50 people	6	4
18/08/2021 09:55:57	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	6500		6500	15	".Net Core, MySql"	Business	11-50 employees	2 - 10 people	5	4
26/07/2021 22:44:24	Male	28	Malaysian	Malaysia	Sarawak 	Undergraduate Degree	Yes	No	Programmer 	MYR	4000		4000	12	Java	Communication	11-50 employees	2 - 10 people	5	4
26/07/2021 22:07:01	Female	26	Malaysian	Malaysia	Melaka	Undergraduate Degree	Yes	No	Senior software developer	MYR	4500		4500	9	 	Communication	1-10 employees	2 - 10 people	7	4
26/07/2021 23:47:08	Male	26	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software Development Engineer	MYR	7600		7600	20	"Dotnet, AngularJs, NodeJs, GCP, MySQL"	Communication	201-1000 employees	2 - 10 people	4	4
02/08/2021 14:27:53	Female	27	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Engineer	MYR	6300		6300	20	"Angular, Java, Bash Script, Node Js"	Computer Software	201-1000 employees	2 - 10 people	9	4
26/07/2021 20:21:07	Male	28	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	Software engineer	MYR	8500		8500	14	"Delphi,.net,nodejs,php"	"Data Infrastructure, Telecom"	1-10 employees	Team of 1	7	4
06/08/2021 00:02:53	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	Software Tester	MYR	5660		5660	14	"Cypress, Typescript, Graph QL, Jmeter, Taurus, Docker"	Education	201-1000 employees	11 - 50 people	9	4
26/07/2021 20:33:51	Male	26	Malaysian	Malaysia	Selangor	Undergraduate Degree	Yes	No	HR Digitisation Specialist 	MYR	4000		4000	15	ASP.NET	"Energy, Utilities"	201-1000 employees	2 - 10 people	4	4
21/09/2021 08:43:13	Female	28	Malaysian	Malaysia	W.P. Kuala Lumpur 	Undergraduate Degree	No	Yes	Senior Data Analyst	MYR 	6000		6000	20	"Redshift, BI tools"	"Energy, Utilities"	201-1000 employees	51 - 200 people	9	4
13/08/2021 21:01:15	Male	29	Malaysian	Malaysia	W.P. Kuala Lumpur	Undergraduate Degree	Yes	No	PHP Developer	MYR	7500		7500	10	"PHP,NodeJs,MySql,MongoDB,Redis"	Entertainment	51-200 employees	11 - 50 people	3	4
